0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,label
12.0,10.63636,8.33333,5.4793386,3.483871,8.0,11.36842,3.5,3.4375,8.116508,-0.115789,-0.1875,0.258065,0.307692,0.0434783,-0.288136,0.21875,0.106796,-0.277108,-3.2601560000000003,3.8000002,0.93204,-2.55556,-0.44,0.1875,0.0961538,-0.264368,-0.483333,-0.0461538,0.029703,-0.326316,-0.4375,-0.0625,-0.145631,-0.494737,-0.546875,6.0
7.5,4.818182,3.09524,3.975208,2.9032258,3.090909,7.578950000000001,0.3125,-3.875,-3.766984,-0.494737,-0.5625,0.0,0.0,-0.26087,-0.372881,-0.03125,-0.0679612,-0.253012,-2.804876,1.000003,-1.39806,-3.44444,-0.632,-0.15625,-0.134615,-0.448276,-0.533333,-0.0153846,-0.049505,-0.347368,-0.34375,-0.28125,-0.339806,-0.494737,-0.609375,6.0
7.5,4.818182,2.1428599999999998,3.0495840000000003,3.0322581,3.090909,5.89474,-1.0,-2.25,0.07767199999999996,-0.494737,-0.5625,0.0,0.0,-0.347826,-0.423729,-0.03125,0.00970874,-0.445783,-3.4878100000000005,3.8000002,2.873786,-2.55556,-0.456,0.09375,0.0769231,-0.172414,-0.383333,0.107692,0.029703,-0.178947,-0.34375,-0.03125,0.00970874,-0.263158,-0.40625,6.0
12.5,10.454550000000001,9.7619,5.8264462,3.548387,8.545449999999999,12.21053,4.0625,5.875,9.165044,0.136842,-0.1875,0.258065,0.384615,-0.0652174,-0.220339,0.21875,0.320388,0.060241,-0.7561020000000003,8.999995,5.20388,3.0,-0.2,0.0625,0.153846,-0.103448,-0.333333,0.323077,0.267327,-0.0315789,-0.234375,0.1875,0.165049,-0.115789,-0.296875,6.0
7.5,4.818182,2.1428599999999998,3.0495840000000003,3.0322581,3.818182,7.578950000000001,-0.25,-0.625,1.4757284,-0.326316,-0.4375,-0.0967742,0.0,-0.26087,-0.491525,-0.125,0.00970874,-0.349398,-4.39837,2.600004,2.0970874,-1.6666699999999999,-0.392,-0.15625,0.0,-0.356322,-0.533333,-0.138462,0.029703,-0.347368,-0.40625,-0.03125,0.0873786,-0.347368,-0.40625,6.0
12.5,9.72727,6.66667,5.132231,3.516129,7.09091,11.57895,3.125,5.46875,7.766984,-0.0105263,-0.21875,0.451613,0.346154,0.130435,-0.20339,0.3125,0.184466,-0.0120482,-2.121956,6.6,3.0679600000000002,-0.3333300000000001,-0.36,0.25,0.365385,0.0344828,-0.3,0.261538,0.326733,-0.0736842,-0.328125,0.0,0.126214,-0.326316,-0.390625,6.0
11.0,9.0,7.38095,5.016528,3.483871,7.272729999999999,12.21053,2.75,6.6875,10.912628,0.221053,-0.125,0.387097,0.307692,0.0434783,-0.220339,0.09375,0.242718,-0.108434,-2.349596,5.399996,3.0679600000000002,0.5555559999999999,-0.312,-0.15625,0.0,-0.425287,-0.533333,-0.261538,-0.128713,-0.410526,-0.546875,-0.15625,-0.145631,-0.410526,-0.546875,6.0
11.5,9.545449999999999,10.71429,5.3636363,3.548387,7.81818,12.21053,3.5,4.25,4.970882,-0.136842,-0.40625,0.258065,0.153846,-0.0652174,-0.288136,0.09375,0.00970874,-0.204819,-3.4878100000000005,5.399996,1.320388,-3.66667,-0.536,0.0625,0.153846,-0.103448,-0.333333,0.0769231,0.029703,-0.284211,-0.421875,-0.0625,0.00970874,-0.368421,-0.46875,6.0
12.0,9.909089999999999,7.38095,5.4793386,3.483871,8.0,12.21053,3.5,1.8125,6.368924,-0.115789,-0.296875,0.129032,0.0961538,-0.195652,-0.40678,0.09375,-0.0291262,-0.373494,-5.7642240000000005,2.1999940000000002,0.93204,-3.44444,-0.68,-0.15625,-0.153846,-0.517241,-0.65,-0.138462,-0.207921,-0.578947,-0.703125,-0.28125,-0.223301,-0.578947,-0.65625,6.0
11.5,7.90909,6.90476,4.322317,3.419355,6.90909,11.78947,2.375,1.0,2.8737866,-0.326316,-0.4375,0.419355,0.307692,0.108696,-0.118644,0.25,0.320388,-0.0361446,-1.8943019999999997,3.8000002,1.320388,-1.6666699999999999,-0.52,0.375,0.384615,0.0804598,-0.25,0.384615,0.346535,0.242105,-0.15625,0.21875,0.165049,-0.0315789,-0.34375,6.0
8.5,5.909091,4.52381,3.28099,3.16129,4.181818,7.78947,0.6875,2.625,4.970882,-0.0315789,-0.234375,0.258065,0.153846,-0.217391,-0.355932,0.21875,0.165049,0.060241,-1.6666619999999996,5.399996,3.65049,1.222222,-0.2,-0.0625,-0.0769231,-0.103448,-0.266667,0.0769231,0.188119,-0.115789,-0.234375,0.0625,0.00970874,-0.115789,-0.296875,6.0
10.0,6.09091,2.85714,3.6280989999999997,2.9677419,4.363636,7.36842,-0.25,6.28125,10.213598000000001,0.157895,-0.15625,-0.225806,-0.115385,-0.456522,-0.644068,-0.25,-0.106796,-0.46988,-4.853664,4.1999998,4.03883,0.777778,-0.248,-0.25,-0.0769231,-0.402299,-0.583333,-0.230769,-0.049505,-0.473684,-0.53125,-0.125,-0.0679612,-0.389474,-0.46875,6.0
10.5,7.36364,5.47619,4.785121999999999,3.258065,4.909091,9.684211,1.625,2.21875,2.17475732,-0.178947,-0.40625,0.0967742,0.230769,-0.0652174,-0.237288,0.0625,0.165049,-0.13253,-1.8943019999999997,5.0000003,2.0970874,-1.4444400000000002,-0.408,-0.03125,-0.0384615,-0.333333,-0.433333,-0.138462,-0.00990099,-0.242105,-0.390625,-0.15625,-0.0291262,-0.473684,-0.453125,6.0
12.0,10.63636,8.33333,5.8264462,3.612903,8.909089999999999,12.21053,4.25,6.6875,10.912628,0.221053,-0.125,0.387097,0.307692,-0.0434783,-0.220339,0.09375,0.106796,-0.180723,-3.2601560000000003,5.399996,1.7087379999999999,-1.88889,-0.552,0.1875,0.0961538,-0.172414,-0.416667,-0.138462,-0.128713,-0.494737,-0.59375,-0.15625,-0.223301,-0.578947,-0.703125,6.0
0.5,-3.7272700000000007,12.380949999999999,11.380165,2.129032,-5.272729999999999,15.57895,13.8125,-10.375,-13.553404,0.452632,0.671875,-0.774194,-0.865385,0.804348,0.79661,-0.78125,-0.92233,0.662651,12.902438,-5.799998,-7.2233,7.66667,0.696,-0.8125,-0.923077,0.83908,0.933333,-0.784615,-0.920792,0.873684,0.78125,-0.6875,-0.92233,0.747368,0.65625,2.0
6.25,9.545449999999999,9.7619,5.8264462,2.870968,7.09091,12.42105,2.375,-1.03125,6.368924,-0.0315789,-0.21875,-0.0322581,0.576923,0.5,0.0677966,-0.1875,0.592233,0.590361,3.11382112,0.600006,6.95146,3.88889,-0.04,-0.15625,0.557692,0.402299,0.0666667,0.107692,0.60396,0.347368,0.078125,-0.15625,0.398058,0.263158,-0.109375,1.0
8.25,5.909091,3.80952,3.396693,3.129032,4.181818,7.36842,0.875,0.59375,0.7766983999999999,-0.263158,-0.40625,0.483871,0.403846,0.282609,-0.118644,0.3125,0.339806,0.060241,-0.30080799999999996,6.6,2.873786,-1.4444400000000002,-0.344,0.34375,0.461538,0.195402,-0.183333,0.476923,0.50495,0.157895,-0.15625,0.21875,0.184466,-0.0105263,-0.328125,6.0
11.5,9.545449999999999,7.61905,5.247934,3.548387,7.81818,13.26316,3.875,7.5,10.563104,0.242105,-0.09375,0.612903,0.576923,0.195652,-0.118644,0.3125,0.339806,0.060241,-0.9837419999999999,3.4000006,2.0970874,-1.4444400000000002,-0.408,0.09375,0.0961538,-0.149425,-0.433333,-0.138462,-0.0891089,-0.389474,-0.515625,-0.28125,-0.242718,-0.536842,-0.515625,6.0
11.5,10.27273,9.04762,5.7107439,3.548387,8.36364,12.84211,3.875,7.5,10.213598000000001,0.178947,-0.15625,0.419355,0.384615,0.108696,-0.237288,0.375,0.320388,0.156627,-0.9837419999999999,8.999995,5.20388,3.0,-0.168,0.21875,0.307692,-0.0114943,-0.316667,0.384615,0.346535,0.0526316,-0.21875,0.375,0.398058,0.136842,-0.21875,6.0
11.25,8.81818,6.66667,4.785121999999999,3.258065,5.09091,9.052632,1.0625,0.59375,3.9223280000000003,-0.326316,-0.453125,0.354839,0.346154,0.0434783,-0.20339,0.1875,0.184466,-0.0120482,-2.121956,2.1999940000000002,2.0970874,-1.88889,-0.424,0.25,0.365385,-0.0574713,-0.366667,0.138462,0.148515,-0.0736842,-0.390625,0.125,0.0485437,-0.242105,-0.4375,6.0
11.75,8.63636,5.7142859999999995,4.785121999999999,3.354839,5.09091,8.21053,1.25,0.1875,3.9223280000000003,-0.263158,-0.4375,-0.0967742,-0.0384615,-0.543478,-0.59322,-0.25,-0.106796,-0.46988,-6.447158,1.000003,0.93204,-2.77778,-0.488,-0.25,-0.0769231,-0.586207,-0.583333,-0.230769,-0.049505,-0.389474,-0.53125,-0.25,-0.0679612,-0.473684,-0.53125,6.0
11.5,8.63636,6.90476,4.785121999999999,3.419355,6.90909,11.78947,3.125,7.5,8.815538,0.178947,-0.21875,0.419355,0.307692,0.108696,-0.186441,0.375,0.475728,0.156627,-0.30080799999999996,8.999995,5.20388,1.222222,-0.216,0.375,0.384615,0.172414,-0.25,0.384615,0.346535,-0.0315789,-0.28125,-0.03125,0.0873786,-0.263158,-0.40625,6.0
11.0,8.27273,7.38095,4.553716,3.354839,8.0,13.05263,4.25,5.0625,10.912628,0.305263,-0.0625,0.129032,0.0961538,-0.195652,-0.288136,0.21875,0.320388,0.180723,0.15447200000000016,8.599998,6.75728,4.33333,-0.088,-0.0625,0.0961538,-0.172414,-0.416667,0.2,0.287129,-0.0105263,-0.203125,0.3125,0.533981,0.347368,-0.09375,6.0
10.5,7.36364,5.47619,4.206614,3.16129,4.909091,8.63158,0.6875,2.625,6.368924,-0.0315789,-0.296875,0.258065,0.230769,0.108696,-0.288136,0.09375,0.165049,-0.204819,-1.6666619999999996,6.9999970000000005,4.42718,1.222222,-0.264,0.3125,0.326923,0.172414,-0.15,0.323077,0.267327,-0.0315789,-0.234375,0.1875,0.242718,-0.0315789,-0.234375,6.0
11.5,9.545449999999999,7.61905,5.247934,3.419355,7.09091,10.526316,2.375,3.84375,6.368924,-0.0947368,-0.34375,0.354839,0.403846,0.0217391,-0.186441,0.1875,0.242718,-0.0361446,-2.804876,5.0000003,2.873786,-0.55556,-0.408,0.21875,0.173077,-0.0804598,-0.366667,-0.0153846,0.128713,-0.326316,-0.453125,-0.03125,-0.0291262,-0.242105,-0.390625,6.0
10.75,7.72727,6.66667,4.43802,3.354839,5.09091,9.894737,1.25,3.4375,3.9223280000000003,-0.178947,-0.375,0.290323,0.365385,-0.0217391,-0.271186,0.25,0.300971,-0.0843373,-2.349596,4.1999998,3.26214,-1.88889,-0.376,0.375,0.384615,0.172414,-0.266667,0.138462,0.188119,-0.136842,-0.296875,0.125,0.00970874,-0.221053,-0.46875,6.0
10.5,7.36364,6.428570000000001,4.553716,3.16129,4.909091,9.684211,0.6875,2.625,3.5728147999999997,-0.221053,-0.359375,0.258065,0.153846,-0.0652174,-0.288136,0.21875,0.165049,-0.204819,-2.577236,6.9999970000000005,3.65049,2.11111,-0.264,-0.40625,-0.307692,-0.195402,-0.333333,-0.0461538,-0.049505,-0.115789,-0.234375,0.0625,0.165049,-0.115789,-0.234375,6.0
3.75,0.27273000000000014,4.761905,6.05785122,2.419355,-0.7272699999999999,9.894737,4.4375,-3.875,-5.864074,-0.0947368,-0.09375,-0.451613,-0.461538,-0.195652,-0.152542,-0.46875,-0.456311,-0.277108,-0.7561020000000003,-1.800002,-2.56311,-1.0,-0.248,-0.375,-0.423077,-0.218391,-0.266667,-0.476923,-0.405941,-0.305263,-0.359375,-0.5,-0.475728,-0.221053,-0.234375,5.0
10.75,8.63636,7.85714,4.43802,3.354839,5.09091,10.736842,1.8125,-1.03125,-0.6213580000000003,-0.0947368,-0.4375,0.419355,0.442308,0.0652174,-0.220339,0.0,0.0485437,-0.180723,-3.9430899999999998,2.600004,0.15534000000000003,-1.0,-0.376,-0.03125,0.0,-0.218391,-0.4,-0.107692,-0.049505,-0.221053,-0.40625,0.125,0.0873786,-0.136842,-0.296875,6.0
10.0,6.63636,4.52381,4.206614,3.225806,4.909091,8.84211,1.4375,5.0625,8.116508,0.0526316,-0.234375,0.129032,0.230769,-0.195652,-0.338983,0.21875,0.242718,-0.180723,-2.349596,6.9999970000000005,5.20388,1.444444,-0.264,0.0625,0.0,-0.172414,-0.416667,0.2,0.207921,-0.0947368,-0.3125,0.3125,0.262136,-0.0947368,-0.265625,6.0
10.5,8.090910000000001,6.428570000000001,4.322317,3.258065,5.63636,9.052632,0.875,0.59375,2.17475732,-0.431579,-0.484375,-0.0322581,-0.0769231,-0.5,-0.491525,-0.0625,0.00970874,-0.421687,-3.7154500000000006,1.7999970000000003,1.320388,-2.33333,-0.408,-0.15625,-0.173077,-0.563218,-0.566667,-0.138462,-0.0891089,-0.473684,-0.515625,-0.03125,-0.106796,-0.473684,-0.515625,6.0
2.0,-0.45455000000000023,0.2381000000000002,2.702482,2.419355,-1.4545500000000002,5.89474,-0.25,-6.71875,-3.766984,-0.410526,-0.5,-0.580645,-0.538462,-0.521739,-0.559322,-0.59375,-0.533981,-0.542169,-5.308944,-3.4000030000000008,-2.17476,-3.44444,-0.456,-0.53125,-0.538462,-0.448276,-0.45,-0.507692,-0.465347,-0.347368,-0.34375,-0.65625,-0.398058,-0.347368,-0.28125,5.0
9.25,7.36364,5.47619,4.322317,3.419355,6.36364,11.36842,2.375,3.84375,7.766984,-0.0315789,-0.28125,0.354839,0.230769,-0.0652174,-0.237288,0.1875,0.165049,-0.13253,-1.8943019999999997,8.200001,5.39806,2.11111,-0.216,0.09375,0.230769,-0.149425,-0.366667,0.230769,0.267327,-0.157895,-0.328125,0.21875,0.320388,-0.0105263,-0.28125,6.0
5.5,8.81818,10.71429,5.8264462,3.0,8.545449999999999,15.15789,5.5625,0.59375,11.961163999999998,0.515789,0.046875,-0.129032,0.461538,0.413043,0.0677966,-0.15625,0.553398,0.373494,3.11382112,2.1999940000000002,7.53398,7.22222,0.072,-0.1875,0.480769,0.471264,-0.0333333,-0.261538,0.524752,0.305263,-0.015625,-0.1875,0.417476,0.305263,-0.015625,1.0
5.25,3.36364,-0.4761899999999999,1.7768579999999998,2.870968,4.363636,6.10526,0.3125,0.59375,6.368924,-0.157895,-0.328125,-0.354839,-0.153846,-0.630435,-0.576271,-0.28125,-0.0679612,-0.566265,-4.626009999999999,2.1999940000000002,3.0679600000000002,-1.22222,-0.36,-0.125,-0.115385,-0.425287,-0.55,-0.230769,-0.168317,-0.494737,-0.5,0.0,0.0485437,-0.242105,-0.390625,6.0
10.5,7.36364,4.52381,3.8595050000000004,3.0,4.181818,7.36842,0.125,0.59375,2.17475732,-0.263158,-0.40625,0.225806,0.153846,-0.0652174,-0.237288,0.1875,0.0873786,-0.325301,-2.804876,3.4000006,2.0970874,-2.33333,-0.408,0.09375,0.230769,0.0114943,-0.366667,0.230769,0.207921,-0.157895,-0.328125,0.09375,0.0485437,-0.326316,-0.390625,6.0
8.5,6.63636,4.52381,3.743802,3.16129,5.63636,9.684211,1.4375,2.625,6.368924,0.0526316,-0.296875,0.0,0.153846,-0.217391,-0.355932,0.09375,0.0873786,-0.204819,-2.577236,5.399996,3.65049,0.5555559999999999,-0.328,-0.0625,0.153846,-0.195402,-0.4,-0.169231,0.108911,-0.2,-0.359375,-0.0625,0.0873786,-0.115789,-0.359375,6.0
9.5,7.36364,5.47619,4.206614,3.290323,7.09091,11.36842,2.75,4.25,9.165044,0.136842,-0.1875,0.129032,0.307692,-0.0652174,-0.220339,0.21875,0.320388,0.156627,-0.7561020000000003,5.399996,5.98058,2.11111,-0.2,-0.1875,0.153846,-0.287356,-0.4,0.0769231,0.267327,0.0526316,-0.234375,0.1875,0.339806,0.136842,-0.1875,6.0
10.5,7.90909,6.90476,4.785121999999999,3.290323,6.90909,10.947368,3.125,4.25,8.815538,0.0105263,-0.21875,0.16129,0.153846,-0.0652174,-0.372881,-0.125,0.00970874,-0.349398,-3.4878100000000005,2.600004,2.0970874,-1.6666699999999999,-0.392,0.09375,0.0769231,-0.264368,-0.45,0.107692,0.029703,-0.178947,-0.34375,0.09375,0.00970874,-0.263158,-0.34375,6.0
10.5,8.090910000000001,7.61905,4.785121999999999,3.258065,5.63636,11.36842,1.625,2.21875,4.970882,-0.178947,-0.28125,0.225806,0.0769231,0.0217391,-0.237288,0.3125,0.339806,0.156627,0.6097520000000003,8.200001,4.42718,1.222222,-0.216,0.21875,0.230769,0.103448,-0.183333,0.353846,0.267327,0.0736842,-0.15625,0.46875,0.320388,-0.0105263,-0.21875,6.0
9.25,6.63636,4.52381,3.8595050000000004,3.258065,6.36364,10.526316,2.375,5.875,10.563104,0.136842,-0.09375,0.0967742,0.153846,-0.0652174,-0.372881,0.1875,0.242718,0.060241,-0.9837419999999999,9.800002,4.42718,1.222222,-0.168,0.09375,0.0384615,-0.149425,-0.433333,0.107692,0.0693069,-0.0947368,-0.390625,0.09375,0.106796,-0.157895,-0.328125,6.0
9.5,7.90909,5.952381,4.785121999999999,3.290323,6.90909,10.105263,2.375,2.625,7.417478,-0.0736842,-0.265625,-0.0967742,0.0,-0.347826,-0.423729,-0.125,0.00970874,-0.349398,-3.4878100000000005,3.8000002,1.320388,-0.7777799999999999,-0.392,0.09375,0.0,-0.172414,-0.383333,0.107692,0.029703,-0.263158,-0.34375,-0.03125,0.00970874,-0.263158,-0.40625,6.0
10.5,7.90909,5.0,4.322317,3.290323,5.27273,9.263158,1.8125,2.625,2.8737866,-0.157895,-0.4375,0.290323,0.153846,-0.173913,-0.305085,-0.125,0.0873786,-0.349398,-3.4878100000000005,2.600004,2.0970874,-1.6666699999999999,-0.392,-0.03125,0.0,-0.264368,-0.45,-0.0153846,-0.049505,-0.263158,-0.40625,-0.03125,-0.0679612,-0.263158,-0.40625,6.0
10.0,6.09091,5.7142859999999995,3.975208,2.870968,2.0,9.052632,-0.25,1.8125,5.3203879999999995,-0.0105263,-0.203125,0.0322581,0.0384615,-0.195652,-0.457627,-0.125,-0.184466,-0.277108,-3.2601560000000003,5.800006,4.03883,1.666667,-0.2,-0.125,-0.0769231,-0.218391,-0.45,0.138462,0.108911,-0.136842,-0.296875,0.25,0.320388,0.0526316,-0.234375,6.0
8.25,5.909091,1.9047599999999996,3.396693,3.0,4.181818,8.21053,1.625,0.59375,2.17475732,-0.178947,-0.28125,0.225806,0.0769231,-0.23913,-0.305085,0.0625,0.0873786,-0.228916,-2.804876,5.0000003,2.873786,-0.55556,-0.28,0.09375,0.173077,0.0114943,-0.316667,0.107692,0.128713,-0.0947368,-0.28125,0.09375,0.106796,-0.157895,-0.328125,6.0
10.0,6.81818,4.761905,4.43802,3.0967742,4.363636,8.21053,1.25,0.1875,3.9223280000000003,-0.0105263,-0.203125,0.290323,0.288462,-0.0217391,-0.271186,0.125,0.126214,-0.180723,-1.4390219999999996,4.1999998,2.485437,-0.11111000000000004,-0.248,0.25,0.230769,0.0804598,-0.266667,0.261538,0.267327,0.0526316,-0.234375,0.25,0.242718,-0.0315789,-0.234375,6.0
5.5,3.72727,0.4761899999999999,2.008264,2.774194,2.72727,6.10526,-1.375,-2.25,0.7766983999999999,-0.473684,-0.46875,-0.129032,-0.0769231,-0.478261,-0.576271,-0.15625,-0.0679612,-0.493976,-5.5365839999999995,2.1999940000000002,0.73786,-3.0,-0.536,-0.1875,0.0,-0.471264,-0.583333,-0.0461538,0.029703,-0.452632,-0.53125,-0.0625,0.00970874,-0.368421,-0.46875,6.0
10.25,8.090910000000001,6.66667,4.785121999999999,3.258065,5.63636,9.052632,1.0625,0.59375,2.8737866,-0.326316,-0.453125,0.451613,0.442308,0.23913,-0.20339,0.3125,0.184466,0.0843373,-1.4390219999999996,2.1999940000000002,0.5436899999999998,0.5555559999999999,-0.424,0.375,0.442308,0.126437,-0.25,0.0153846,0.0693069,-0.157895,-0.4375,-0.125,-0.184466,-0.242105,-0.390625,6.0
9.25,5.909091,1.9047599999999996,2.933881,3.0,3.454545,6.52632,-0.8125,-1.03125,2.17475732,-0.431579,-0.546875,0.354839,0.403846,0.108696,-0.186441,0.1875,0.242718,-0.0361446,-1.8943019999999997,1.7999970000000003,2.0970874,-1.4444400000000002,-0.408,0.34375,0.384615,0.195402,-0.183333,0.230769,0.267327,-0.0947368,-0.328125,-0.03125,0.0485437,-0.326316,-0.453125,6.0
10.0,8.27273,5.47619,4.553716,3.225806,5.63636,9.684211,0.6875,1.8125,3.5728147999999997,-0.2,-0.421875,0.258065,0.173077,-0.130435,-0.338983,-0.03125,0.106796,-0.373494,-4.170729999999999,3.8000002,1.7087379999999999,-1.0,-0.376,0.1875,0.173077,0.0114943,-0.35,-0.138462,0.029703,-0.326316,-0.4375,-0.0625,0.00970874,-0.326316,-0.484375,6.0
10.0,7.72727,6.66667,4.785121999999999,3.225806,5.09091,9.052632,1.25,3.4375,3.9223280000000003,-0.0947368,-0.375,0.290323,0.288462,0.0652174,-0.271186,0.125,0.126214,-0.180723,-3.2601560000000003,7.3999939999999995,5.00971,1.666667,-0.248,0.125,0.153846,-0.126437,-0.45,-0.0153846,0.188119,-0.221053,-0.359375,0.125,0.242718,-0.136842,-0.234375,6.0
9.25,7.36364,4.761905,3.8595050000000004,3.387097,6.36364,9.894737,1.625,2.21875,3.9223280000000003,-0.0947368,-0.328125,0.354839,0.25,-0.130435,-0.271186,0.1875,0.184466,-0.301205,-2.121956,5.0000003,3.0679600000000002,-1.88889,-0.36,0.25,0.288462,-0.0574713,-0.3,0.261538,0.227723,-0.0736842,-0.328125,0.125,0.0485437,-0.242105,-0.328125,6.0
7.0,9.909089999999999,10.71429,6.752066,2.83871,9.63636,14.105260000000001,6.3125,-1.4375,12.660194,0.410526,0.109375,0.0,0.634615,0.543478,0.152542,-0.03125,0.650485,0.783133,4.2520326,3.8000002,8.50485,8.77778,0.152,-0.15625,0.442308,0.517241,0.05,-0.138462,0.564356,0.557895,0.0625,-0.0625,0.631068,0.557895,0.125,1.0
10.0,7.545450000000001,5.47619,4.206614,2.9677419,3.454545,7.15789,-0.0625,0.1875,0.7766983999999999,-0.452632,-0.46875,-0.129032,-0.115385,-0.434783,-0.542373,-0.28125,-0.242718,-0.614458,-5.081303999999999,2.1999940000000002,0.34951,-4.11111,-0.504,-0.15625,-0.153846,-0.517241,-0.6,-0.261538,-0.207921,-0.578947,-0.59375,-0.15625,-0.145631,-0.578947,-0.546875,6.0
6.0,4.4545449999999995,0.7142900000000001,2.471076,2.83871,3.454545,8.0,-0.625,-1.4375,2.17475732,-0.284211,-0.46875,-0.258065,0.0384615,-0.434783,-0.474576,-0.15625,0.106796,-0.277108,-3.2601560000000003,3.8000002,3.0679600000000002,-1.0,-0.44,-0.15625,0.0961538,-0.264368,-0.533333,-0.261538,0.029703,-0.263158,-0.4375,-0.28125,-0.0679612,-0.263158,-0.4375,6.0
8.0,5.181818,2.61905,3.743802,2.83871,2.0,8.0,0.6875,-4.28125,-4.466014,-0.284211,-0.359375,0.0,0.0384615,-0.130435,-0.288136,-0.03125,-0.0291262,-0.108434,-1.6666619999999996,0.600006,-1.00971,-2.55556,-0.312,0.0625,0.0961538,-0.264368,-0.35,-0.0461538,0.128713,-0.178947,-0.3125,-0.15625,-0.223301,-0.263158,-0.3125,6.0
